ref,,,Date,Grid,Plot,Site code,Site,Section code,species (correctly spelled!),Height (cm),# stems,stem 1 diameter (cm),stem 2 diameter (cm),stem 3 diameter (cm),stem 4 diameter (cm),stem 5 diameter (cm),%break,age (N/O/N/A),sprout (Y/ N),% circum,% Additive,% < 3m,age (n/o/N/A),% regro,% borer, % fire,topple (y/n),resprout #,ele? (y/n/N/A),alive (y/n),Notes,Data Collector,Data Enterer,total basal area,total biomass
781,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,12,1,0.224,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.039408138,
782,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,17,1,0.264,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.05473911,
783,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Commiphora africana,120,4,2.843,3.231,0.111,0.167,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,39.24161027,
784,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,60,1,0.503,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.198712804,
785,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,24,1,0.379,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.112815378,
786,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,20,1,0.363,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.103491131,
787,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,20,1,0.299,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.070215381,
788,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,38,1,0.513,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.206692449,
789,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,36,1,0.471,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.174233514,
790,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,45,1,0.534,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.223960999,
791,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,34,3,0.301,0.353,0.358,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.563288348,
792,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,38,1,0.392,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.120687423,
793,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,44,2,0.381,0.394,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.60169746,
794,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,20,1,0.34,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.090792028,
795,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,10,1,0.2,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.031415927,
796,,,11-Jun-2013,3,20,3_20,Intermediate 1,1B02,Ehretia rigida,10,1,0.204,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.03268513,
797,,,11-Jun-2013,3,20,3_20,Intermediate 1,2B02,Ehretia rigida,20,1,0.215,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.03630503,
798,,,11-Jun-2013,3,20,3_20,Intermediate 1,2B02,Ehretia rigida,40,1,0.311,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.075964496,
799,,,11-Jun-2013,3,20,3_20,Intermediate 1,2B02,Commiphora africana,59,1,1.156,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,1.04955584,
800,,,11-Jun-2013,3,20,3_20,Intermediate 1,5B02,Ormocarpum trichocarpum,40,2,3.95,3.04,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,41.28751751,
801,,,11-Jun-2013,3,20,3_20,Intermediate 1,5B02,Ormocarpum trichocarpum,47,3,0.293,0.26,0.419,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.417682597,
802,,,11-Jun-2013,3,20,3_20,Intermediate 1,5B02,Ehretia rigida,40,1,0.38,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Chev,Cori,0.113411495,
803,,,11-Jun-2013,3,21,3_21,Intermediate 2,1A02,Acacia nigrescens,65,3,3.309,3.19,0.851,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,first two stems dead,Sam and Graeme,Cori,41.13764941,
804,,,11-Jun-2013,3,21,3_21,Intermediate 2,1A02,Acacia nigrescens,210,1,18.4,0,0,0,0,100,O,N,0,0,0,N/A,0,0,0,N,N/A,U,N,previous height of 500 cm,"Caroline, Tanja and Mandie",Cori,265.9044022,
805,,,11-Jun-2013,3,21,3_21,Intermediate 2,1A02,Dichrostachys cinerea,50,10,0.5,0.604,0.332,0.48,1.518,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,last stem dead,Sam and Graeme,Cori,3.962657318,
806,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Albizia forbesii,25,4,0.306,0.204,0.155,0.145,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Karen and Chevonne,Cori,0.289203239,
807,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Albizia forbesii,30,5,0.138,0.115,0.113,0.165,0.082,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Karen and Chevonne,Cori,0.157344312,
808,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Albizia forbesii,45,5,1.743,0.612,0.244,0.157,0.508,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Karen and Chevonne,Cori,3.889622358,
809,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Combretum imberbe,230,9,3.631,6.859,0.911,5.186,0.553,80,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Karen and Chevonne,Cori,243.5376754,
810,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Ehretia rigida,37,2,0.703,0.534,0,0,0,5,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Karen and Chevonne,Cori,1.283994836,
811,,,11-Jun-2013,3,21,3_21,Intermediate 2,2A02,Combretum imberbe,65,13,3.881,2.835,0.44,0.638,0.345,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,first two stems dead,Sam and Graeme,Cori,38.60378214,
812,,,11-Jun-2013,3,21,3_21,Intermediate 2,2A02,Dichrostachys cinerea,30,3,1.731,0.499,0.288,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Sam and Graeme,Cori,3.200740204,
813,,,11-Jun-2013,3,21,3_21,Intermediate 2,2A02,Dichrostachys cinerea,125,4,0.524,12.964,0.261,0.22,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Sam and Graeme,Cori,528.4139059,
814,,,11-Jun-2013,3,21,3_21,Intermediate 2,2A02,Ormocarpum trichocarpum,40,1,1.937,0,0,0,0,40,N,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Sam and Graeme,Cori,2.946789562,
815,,,11-Jun-2013,3,21,3_21,Intermediate 2,1A02,Ehretia rigida,25,1,0.299,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,0.070215381,
816,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Ormocarpum trichocarpum,40,1,3.9,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,11.94590607,
817,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Ehretia rigida,25,1,0.312,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,0.076453799,
818,,,11-Jun-2013,3,21,3_21,Intermediate 2,2B02,Albizia forbesii,30,3,0.461,0.724,0.528,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Karen and Chevonne,Cori,2.032617515,
819,,,11-Jun-2013,3,21,3_21,Intermediate 2,1A02,Ehretia rigida,65,1,0.526,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,0.217300822,
820,,,11-Jun-2013,3,21,3_21,Intermediate 2,1A02,Ehretia rigida,15,1,0.376,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,0.111036451,
821,,,11-Jun-2013,3,21,3_21,Intermediate 2,2B02,Albizia forbesii,35,4,2.465,1.498,0.381,0.437,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,first stem dead,Karen and Chevonne,Cori,12.53595843,
822,,,11-Jun-2013,3,21,3_21,Intermediate 2,1A02,Dichrostachys cinerea,30,2,0.496,0.531,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,1.079027121,
823,,,11-Jun-2013,3,21,3_21,Intermediate 2,1A02,Ehretia rigida,40,1,0.42,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,0.138544236,
824,,,11-Jun-2013,3,21,3_21,Intermediate 2,2B02,Albizia forbesii,41,7,9.357,0.451,0.308,0.766,0.605,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,first stem dead,Karen and Chevonne,Cori,71.60865084,
825,,,11-Jun-2013,3,21,3_21,Intermediate 2,2B02,Albizia forbesii,49,6,0.254,0.293,0.252,0.294,4.412,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,last stem dead,Karen and Chevonne,Cori,15.93015555,
826,,,11-Jun-2013,3,21,3_21,Intermediate 2,2A02,Ehretia rigida,35,2,0.602,0.506,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,1.088992253,
827,,,11-Jun-2013,3,21,3_21,Intermediate 2,2B02,Combretum imberbe,65,10,2.973,0.567,0.406,0.901,1.034,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,first stem dead,Karen and Chevonne,Cori,11.47143211,
828,,,11-Jun-2013,3,21,3_21,Intermediate 2,2B02,Combretum imberbe,280,3,8.5,3.7,2.7,0,0,20,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,"Caroline, Tanja and Mandie",Cori,105.4789733,
829,,,11-Jun-2013,3,21,3_21,Intermediate 2,3A02,Combretum imberbe,310,5,4.1,4,10,0.6,0,10,O,N,5,5,1,O,5,0,0,N,N/A,Y,Y,,"Caroline, Tanja and Mandie",Cori,143.1388153,
830,,,11-Jun-2013,3,21,3_21,Intermediate 2,3B02,Acacia nigrescens,316,1,15.6,0,0,0,0,10,O,N,5,5,2,O,5,10,0,N,N/A,Y,Y,,"Caroline, Tanja and Mandie",Cori,191.134497,
831,,,11-Jun-2013,3,21,3_21,Intermediate 2,4A02,Ehretia rigida,25,1,0.485,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,0.184745283,
832,,,11-Jun-2013,3,21,3_21,Intermediate 2,4A02,Ehretia rigida,40,1,1.354,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,1.439883019,
833,,,11-Jun-2013,3,21,3_21,Intermediate 2,4A02,Ehretia rigida,25,1,0.203,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,0.032365473,
834,,,11-Jun-2013,3,21,3_21,Intermediate 2,4A02,Ehretia rigida,3,1,0.091,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,0.006503882,
835,,,11-Jun-2013,3,21,3_21,Intermediate 2,4A02,Ehretia rigida,10,1,0.242,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Sam and Graeme,Cori,0.045996058,
836,,,11-Jun-2013,3,21,3_21,Intermediate 2,3B02,Albizia forbesii,43,6,1.256,3,0.327,0.55,0.445,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,first two stems dead,Chev and Hannah,Cori,30.70316985,
837,,,11-Jun-2013,3,21,3_21,Intermediate 2,3B02,Combretum imberbe,63,10,5.205,1.122,0.568,0.206,0.417,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Karen and Chevonne,Cori,25.75620443,
838,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Ehretia rigida,35,1,0.499,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Chevonne,Cori,0.195564928,
839,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Ehretia rigida,18,1,0.247,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Chevonne,Cori,0.047916357,
840,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Ehretia rigida,31,1,0.309,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Chevonne,Cori,0.074990602,
841,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Ehretia rigida,35,3,0.458,0.525,0.417,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Chevonne,Cori,1.167221837,
842,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Ehretia rigida,45,5,0.785,0.446,0.411,0.478,0.674,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Chevonne,Cori,2.316156463,
843,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Ehretia rigida,25,1,0.25,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Chevonne,Cori,0.049087385,
844,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Ehretia rigida,23,1,0.213,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Chevonne,Cori,0.035632729,
845,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Ehretia rigida,20,1,0.233,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Chevonne,Cori,0.042638481,
846,,,11-Jun-2013,3,21,3_21,Intermediate 2,3B02,Ziziphus mucronata,30,10,11.256,3.24,5.851,1.831,1.034,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,first two stems dead,Chev and Hannah,Cori,170.7467679,
847,,,11-Jun-2013,3,21,3_21,Intermediate 2,1B02,Albizia forbesii,35,1,2.873,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Chevonne,Cori,6.482777757,
848,,,11-Jun-2013,3,21,3_21,Intermediate 2,3B25,Sclerocarya birrea,1200,1,54.9,0,0,0,0,20,O,Y,100,100,60,O,2,5,0,N,N/A,Y,Y,,Graeme,Cori,2367.197918,
849,,,11-Jun-2013,3,21,3_21,Intermediate 2,4A02,Dichrostachys cinerea,30,4,0.274,1.81,0.213,0.399,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,second stem dead,Sam and Graeme,Cori,10.88691367,
850,,,11-Jun-2013,3,21,3_21,Intermediate 2,4A02,Dichrostachys cinerea,35,3,5.124,0.466,0.575,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,first stem dead,Graeme and Sam,Cori,21.56281205,
851,,,11-Jun-2013,3,21,3_21,Intermediate 2,4A02,Flueggea virosa,125,3,1.004,3.294,1.007,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,second stem dead,Sam and Graeme,Cori,35.67577616,
852,,,11-Jun-2013,3,21,3_21,Intermediate 2,2B02,Albizia forbesii,20,1,0.36,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Chevonne,Cori,0.101787602,
853,,,11-Jun-2013,3,21,3_21,Intermediate 2,4B02,Dichrostachys cinerea,35,6,0.379,3.653,3.199,0.239,0.328,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,second and thrid stem dead,Graeme and Sam,Cori,50.33691128,
854,,,11-Jun-2013,3,21,3_21,Intermediate 2,4B02,Dichrostachys cinerea,55,3,0.683,1.869,2.841,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,second and third stem dead,Graeme and Sam,Cori,17.67963781,
855,,,11-Jun-2013,3,21,3_21,Intermediate 2,5A02,Acacia nigrescens,50,5,0.485,3.306,2.95,0.13,0.252,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,second stem dead,Graeme and Sam,Cori,41.4591058,
856,,,11-Jun-2013,3,21,3_21,Intermediate 2,5B02,Dichrostachys cinerea,60,3,2.148,5.229,0.784,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,second stem dead,Graeme and Sam,Cori,90.0053132,
857,,,11-Jun-2013,3,21,3_21,Intermediate 2,4A02,Ehretia rigida,30,1,0.264,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.05473911,
858,,,11-Jun-2013,3,21,3_21,Intermediate 2,5B02,Ormocarpum trichocarpum,75,1,0.79,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.490166994,
859,,,11-Jun-2013,3,21,3_21,Intermediate 2,5B02,Ormocarpum trichocarpum,30,1,0.245,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.047143525,
860,,,11-Jun-2013,3,21,3_21,Intermediate 2,4B02,Ehretia rigida,30,2,0.259,0.04,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.057711842,
861,,,11-Jun-2013,3,21,3_21,Intermediate 2,4B02,Ehretia rigida,27,1,0.386,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.117021185,
862,,,11-Jun-2013,3,21,3_21,Intermediate 2,4B02,Ehretia rigida,50,4,0.731,0.285,0.239,0.444,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,1.339045749,
863,,,11-Jun-2013,3,21,3_21,Intermediate 2,3B02,Albizia forbesii,25,1,0.111,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Chev and Hannah,Cori,0.009676891,
864,,,11-Jun-2013,3,21,3_21,Intermediate 2,3B02,Albizia forbesii,20,1,0.252,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Chev and Hannah,Cori,0.049875925,
865,,,11-Jun-2013,3,22,3_22,Intermediate 3,4B02,Ormocarpum trichocarpum,70,1,0.363,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Chev and Hannah,Cori,0.103491131,
866,,,11-Jun-2013,3,22,3_22,Intermediate 3,4B02,Ormocarpum trichocarpum,55,1,0.467,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Chev and Hannah,Cori,0.1712867,
867,,,11-Jun-2013,3,22,3_22,Intermediate 3,4B02,Ormocarpum trichocarpum,60,1,0.42,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Chev and Hannah,Cori,0.138544236,
868,,,11-Jun-2013,3,22,3_22,Intermediate 3,3B02,Grewia villosa,80,4,0.371,0.607,0.647,0.718,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Chev and Hannah,Cori,3.213960811,
869,,,11-Jun-2013,3,22,3_22,Intermediate 3,1A10,Combretum hereroense,317,10,3.3,2.4,1.9,1.6,1.5,5,O,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,"Caroline, Tanja and Maddie",Cori,39.29347011,
870,,,11-Jun-2013,3,22,3_22,Intermediate 3,1A10,Combretum hereroense,320,13,5.5,2.8,2.3,3,3.2,15,O,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,"Caroline, Tanja and Maddie",Cori,88.85994821,
871,,,11-Jun-2013,3,22,3_22,Intermediate 3,1A10,Combretum hereroense,330,1,5.5,0,0,0,0,2,O,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,"Caroline, Tanja and Maddie",Cori,23.75829444,
872,,,11-Jun-2013,3,22,3_22,Intermediate 3,1A10,Combretum hereroense,340,11,5.2,2.9,3.7,1.3,2.4,5,O,N,0,0,0,N/A,0,0,0,N,N/A,N,Y,,"Caroline, Tanja and Maddie",Cori,68.24324642,
873,,,11-Jun-2013,3,22,3_22,Intermediate 3,1A10,Combretum hereroense,410,5,2.8,7.7,5.2,2.7,6,15,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,"Caroline, Tanja and Maddie",Cori,264.8362607,
874,,,11-Jun-2013,3,22,3_22,Intermediate 3,1B02,Commiphora africana,50,1,0.536,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.225641751,
875,,,11-Jun-2013,3,22,3_22,Intermediate 3,1A10,Combretum hereroense,430,8,6.1,5.9,4.1,2.9,1.2,20,O,N,30,30,10,O,7,10,0,N,N/A,U,Y,,"Caroline, Tanja and Maddie",Cori,179.3378166,
876,,,11-Jun-2013,3,22,3_22,Intermediate 3,1B02,Commiphora africana,50,1,0.399,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.125036173,
877,,,11-Jun-2013,3,22,3_22,Intermediate 3,3B02,Ormocarpum trichocarpum,55,1,0.353,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.09786768,
878,,,11-Jun-2013,3,22,3_22,Intermediate 3,3B02,Ormocarpum trichocarpum,50,1,0.999,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.783828152,
879,,,11-Jun-2013,3,22,3_22,Intermediate 3,1A10,Combretum hereroense,430,8,6.7,6.9,5.5,6,5.6,60,O,Y,40,40,15,O,7,0,0,N,N/A,U,Y,,"Caroline, Tanja and Maddie",Cori,346.3134662,
880,,,11-Jun-2013,3,22,3_22,Intermediate 3,4B02,Albizia forbesii,72,1,0.829,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.539757819,
881,,,11-Jun-2013,3,22,3_22,Intermediate 3,4B02,Ormocarpum trichocarpum,32,1,0.359,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.101222901,
882,,,11-Jun-2013,3,22,3_22,Intermediate 3,4B02,Acacia nigrescens,37,2,1.418,1.603,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,9.651883694,
883,,,11-Jun-2013,3,22,3_22,Intermediate 3,5B02,Ormocarpum trichocarpum,35,1,0.236,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.043743536,
884,,,11-Jun-2013,3,22,3_22,Intermediate 3,5B02,Acacia nigrescens,25,3,0.544,0.422,0.392,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.9125824,
885,,,11-Jun-2013,3,22,3_22,Intermediate 3,5B02,Ormocarpum trichocarpum,50,1,0.89,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.622113885,
886,,,11-Jun-2013,3,22,3_22,Intermediate 3,1A10,Combretum hereroense,600,2,6.2,5.9,0,0,0,50,O,Y,17,17,4,O,7,0,0,N,N/A,Y,Y,,"Caroline, Tanja and Maddie",Cori,139.5495457,
887,,,11-Jun-2013,3,22,3_22,Intermediate 3,5B02,Albizia forbesii,40,3,0.459,0.597,0.403,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,1.412716097,
888,,,11-Jun-2013,3,22,3_22,Intermediate 3,5B02,Gymnosporia senegalensis,45,2,0.471,0.311,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Graeme and Sam,Cori,0.478091497,
889,,,11-Jun-2013,3,22,3_22,Intermediate 3,1A10,Combretum hereroense,700,1,8.9,0,0,0,0,2,O,N,5,5,1,O,2,0,0,N,N/A,U,Y,,"Caroline, Tanja and Maddie",Cori,62.21138852,
890,,,11-Jun-2013,3,22,3_22,Intermediate 3,1B02,Albizia forbesii,34,5,0.462,0.331,0.421,0.312,0.645,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Chev and Hannah,Cori,1.28359978,
891,,,11-Jun-2013,3,22,3_22,Intermediate 3,1B02,Combretum hereroense,170,10,10.256,1.775,1.105,0.892,4.895,90,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Chev and Hannah,Cori,114.7880951,
892,,,11-Jun-2013,3,22,3_22,Intermediate 3,1B02,Combretum hereroense,280,10,1.752,3.42,1.397,2.343,1.636,40,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Chev and Hannah,Cori,60.03725325,
893,,,11-Jun-2013,3,22,3_22,Intermediate 3,1B02,Grewia bicolor,160,8,1.38,1.959,1.532,0.96,0.839,5,N,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Graeme and Sam,Cori,18.84364109,
